no,nama_file,luas_daun,luas_lesi,severity_estimation
493,09135_rust_jpg.rf.b685a80475bebbe0f8f7a8a37b3c5cf5.jpg,2694100,179887,6.68%
494,09136_rust_jpg.rf.26c0cf4c7278ed0166505e2dfbc0cee7.jpg,1631487,20278,1.24%
495,09137_rust_jpg.rf.617e540696d9359c7e2d1dd7153c7a3e.jpg,1497716,11089,0.74%
496,09138_rust_jpg.rf.1795998e22240156235a97c2b4bb11b3.jpg,1824842,123686,6.78%
497,09139_rust_jpg.rf.2e625498fdb43ac954c036266736bcd2.jpg,1857401,28479,1.53%
498,09140_rust_jpg.rf.30d4d7ab8019467700261af5d9c1bbf2.jpg,1641548,24781,1.51%
499,09141_rust_jpg.rf.f9f4ed332f234a7f5af45e56fd818f39.jpg,2112691,54134,2.56%
500,09142_rust_jpg.rf.5d94e6a5036b348108a1e24d3eda150a.jpg,1688944,21384,1.27%
501,09143_rust_jpg.rf.a85628ecfa4c2f245192df1a56757130.jpg,818956,10333,1.26%
502,09144_rust_jpg.rf.1cf147b24f57db13a088395db836e9f8.jpg,851276,9749,1.15%
503,09145_rust_jpg.rf.527ee3ae104912a633108346b719c6fa.jpg,1752517,14688,0.84%
504,09146_rust_jpg.rf.82b09f85f6fa6b27e3921f3b1c606076.jpg,4222794,216496,5.13%
505,09147_rust_jpg.rf.0cea0a68ffc26758293e6d48ce46d236.jpg,1267749,40497,3.19%
506,09148_rust_jpg.rf.2f96f859710f9250ca40e9142cee0e39.jpg,1144923,31199,2.72%
507,09149_rust_jpg.rf.cf01617b9393c72818c498dea16ca866.jpg,1861263,233778,12.56%
508,09150_rust_jpg.rf.532253f2000f1bd94240672d30247498.jpg,970413,1597,0.16%
509,09151_rust_jpg.rf.9af037af083afd605a32d686391eca53.jpg,3026673,25856,0.85%
510,09152_rust_jpg.rf.bf5b218c763a943ec790bb7dba4f9ce9.jpg,1241492,18193,1.47%
511,09153_rust_jpg.rf.8eb65628ddbd3ab767e5a50ddd480244.jpg,2046221,54155,2.65%
512,09154_rust_jpg.rf.8d639364638e565f51b623fe8e76aeb8.jpg,11888204,1037683,8.73%
513,09155_rust_jpg.rf.5b880f25c6f0d2307e6c1d2918ef3c6e.jpg,3919665,14945,0.38%
514,09156_rust_jpg.rf.8dd85865075e832e6920bcdda916a13a.jpg,4081629,206776,5.07%
515,09157_rust_jpg.rf.56be0365797c9ff1ac179e1497dabbcd.jpg,3864432,99105,2.56%
516,09158_rust_jpg.rf.e6ae1b2962932587bbdcc048ebadec98.jpg,2195813,64784,2.95%
517,09159_rust_jpg.rf.0b8b70f41c0ad36a9aafab2ede0e74ee.jpg,2237158,139317,6.23%
518,09160_rust_jpg.rf.3e094f785dc225ac58973d357f5e49dc.jpg,1668926,194235,11.64%
519,09161_rust_jpg.rf.6915494e444e67e54d3d184e43938d7d.jpg,1755505,272051,15.50%
520,09162_rust_jpg.rf.845466d0149ec45a2f207a8989edd8ff.jpg,1762184,78278,4.44%
521,09163_rust_jpg.rf.6a4d7838a1119f53c538fb320cb46b81.jpg,1615600,13373,0.83%
522,09164_rust_jpg.rf.6c806c74e4c666c035ec9d350b0ac519.jpg,3946215,372567,9.44%
523,09165_rust_jpg.rf.3d578c234fadfa797632e1cbf40d3a64.jpg,1284011,134540,10.48%
524,09166_rust_jpg.rf.71a143225686891a7d243e2cc8512df4.jpg,2366646,74006,3.13%
525,09167_rust_jpg.rf.589167dda6b84afa5815b117e4e0b959.jpg,1866073,18383,0.99%
